net,length_um
_36863_,437.69
_19101_,436.56
_38882_,435.98
net187,435.98
_36753_,435.94
_12649_,435.87
_36407_,435.73
_08182_,435.71
_27721_,435.5
_35880_,435.36
_08194_,434.545
_35227_,434.52
net203,433.74
_14374_,433.14
_35344_,433.14
_09029_,432.66
_36369_,432.47
_09274_,432.39
_33560_,432.2
_19153_,431.76
_35684_,431.76
_36942_,431.7
_38741_,431.67
net322,431.28
_33190_,430.84
_36897_,430.835
net276,430.74
_35823_,430.535
_17348_,430.29
_11046_,430.24
_36890_,430.1
_35464_,429.81
net296,429.78
_25084_,429.38
_36200_,429.3
_35946_,429.155
_36674_,428.915
_32720_,428.885
_27646_,428.84
_17795_,428.72
_17830_,428.55
net278,428.345
_28790_,428.205
_37485_,428.135
_09888_,427.935
_42209_,427.76
_33277_,427.64
_39319_,427.615
_39214_,427.51
net283,427.495
_36773_,427.26
_36705_,427.09
_28672_,426.66
_34384_,426.3
_35643_,425.99
_12506_,425.66
_11291_,425.24
_19208_,425.1
_09019_,425.08
_42916_,424.98
_09011_,424.54
_08393_,424.43
net695,424.215
_32614_,423.96
_09813_,423.67
_09026_,423.59
_10725_,423.56
_33206_,423.56
_20600_,423.51
_14788_,423.44
u_softmax.weights_flat\[26\],422.82
_39872_,422.65
_11765_,422.31
_09031_,422.115
_14147_,421.695
_32761_,421.665
_36043_,421.54
_14784_,421.23
_35884_,421.21
clknet_7_53__leaf_clk,421.13
_36372_,420.955
_39222_,420.175
_36052_,419.87
_14758_,419.74
_10572_,418.85
_28627_,418.68
clknet_2_3_0_clk,418.53
u_softmax.weights_flat\[18\],418.42
_36483_,418.14
_35550_,418.1
_38868_,417.94
_40960_,417.81
_32299_,417.28
_36656_,416.905
_17419_,416.85
_35950_,416.71
_36938_,416.28
_36105_,414.98
_29861_,414.76
_08317_,414.58
_08170_,414.57
_36323_,414.37
_35935_,414.03
_14756_,413.545
_32622_,413.54
_32784_,413.505
_10073_,413.35
_37414_,413.29
_32054_,413.17
_38730_,413.15
_08892_,413.13
_33197_,413.1
_28626_,412.33
_10018_,412.055
_11002_,411.99
_36219_,411.95
_12817_,411.6
_36329_,411.55
_29726_,411.51
_11348_,410.07
_28735_,409.985
_11091_,409.57
_28674_,409.465
_09890_,409.23
_32259_,409.1
_36136_,408.975
_36637_,408.815
_38867_,408.575
_36948_,408.01
_37640_,407.92
_32674_,407.355
_38946_,407.2
_37403_,407.13
_35881_,407.075
_39004_,407.05
_37574_,406.97
_11163_,406.655
_36632_,404.865
_36410_,404.715
_36702_,404.7
_36174_,404.535
_37573_,404.25
_35994_,403.92
_35943_,403.895
_11455_,403.835
_35513_,403.72
_39091_,403.66
_36686_,402.88
_38046_,402.83
_28718_,402.7
u_softmax.weights_flat\[2\],402.5
_36133_,402.49
_39144_,402.34
_32628_,402.09
_33179_,401.99
_38912_,401.925
_35878_,401.62
_40787_,401.16
_08213_,401.06
_11611_,400.935
_42884_,400.8
_34895_,400.55
u_score_dp.mac_gen\[5\].u_mac.accum_out\[15\],400.54
_09898_,400.43
_33172_,400.14
_22247_,399.585
net135,399.28
_32613_,399.205
_37219_,398.545
_37646_,398.52
_10192_,398.5
_11677_,398.16
_36830_,397.975
_36251_,397.92
_36103_,397.8
_11571_,397.76
_36325_,397.75
_17819_,397.56
_09884_,397.48
_36464_,397.42
_10836_,397.28
_09016_,396.96
_32029_,396.69
clknet_2_2_0_clk,396.62
net274,396.43
_36042_,396.2
_08413_,395.97
_10901_,395.42
_40246_,395.42
_34684_,395.34
u_softmax.weights_flat\[3\],395.24
net285,395.07
_36208_,394.99
net281,394.69
_28673_,394.44
_39502_,394.36
_36003_,394.28
_19089_,394.26
_09836_,394.14
_35850_,393.98
_36082_,393.94
_39039_,393.8
_26894_,393.72
_09904_,393.575
_12034_,393.22
_17637_,392.91
_16954_,392.36
_37872_,391.8
_36589_,391.76
_36295_,391.56
_22248_,391.55
_11722_,391.38
u_softmax.weights_flat\[27\],390.835
_38744_,390.69
_09025_,390.665
_13081_,390.6
_28629_,390.335
_36838_,390.29
_32609_,389.885
_09963_,389.85
_09896_,389.78
_35018_,389.4
_29792_,389.3
_37701_,389.07
net819,388.97
_37241_,388.88
_14068_,388.74
_09937_,388.73
_09033_,388.67
_36416_,388.54
_19086_,388.46
u_softmax.weights_flat\[44\],388.36
net288,388.355
_32728_,388.3
_28779_,388.265
net743,388.25
_14218_,387.72
_37551_,387.71
_33579_,387.68
_36828_,387.5
_36795_,387.06
_11496_,386.58
_32625_,386.415
_38997_,386.41
net202,386.4
_40560_,386.195
_09992_,386.18
_35951_,386.02
_39928_,385.46
_19126_,385.44
_38924_,385.43
_22254_,385.42
_36264_,385.39
_22211_,384.58
_37406_,384.575
_32634_,384.56
_37218_,384.475
_20993_,384.46
_43603_,384.405
_36593_,384.34
_13909_,384.11
_14297_,383.88
_32699_,383.765
_09838_,383.465
_37415_,382.86
_36680_,382.82
_36723_,382.695
_36549_,382.65
_35314_,382.555
_35897_,382.46
_37922_,382.195
_36220_,381.85
_23484_,381.725
_09032_,381.655
_25934_,381.47
_37544_,381.04
u_softmax.weights_flat\[4\],380.84
_35416_,380.83
_35873_,380.8
_19436_,380.71
_16666_,380.46
_35130_,380.06
_09013_,380.04
_17143_,380.025
_35005_,379.72
_32683_,379.61
_10020_,379.36
_42913_,379.26
u_softmax.weights_flat\[33\],378.76
_36815_,378.695
_42979_,378.56
_32666_,378.32
u_softmax.weights_flat\[36\],377.98
_38434_,377.57
u_softmax.weights_flat\[17\],377.45
_36013_,376.985
_09850_,376.945
_43600_,376.86
_14730_,376.62
_32642_,376.475
_19245_,376.355
_08391_,376.21
_28719_,375.96
_37150_,375.86
_38898_,375.65
_10028_,375.565
_33607_,375.43
_35906_,375.39
_39894_,375.28
_39420_,375.26
_36009_,375.13
_13560_,374.9
_35834_,374.3
_39496_,374.26
_41554_,374.26
_36913_,374.21
_38958_,374
_09984_,373.96
_39520_,373.815
_40923_,373.8
_28741_,373.65
_39074_,373.49
_35851_,373.44
_36175_,373.295
_11562_,373.27
_13989_,373.2
_12650_,373.15
_22302_,373.14
_34102_,373.02
_37625_,373.01
_33270_,372.9
_16655_,372.73
_17876_,372.725
_24464_,372.65
_32154_,372.6
_32703_,372.57
_08315_,372.28
_32206_,372.22
_33302_,372.2
_09852_,371.685
_28816_,371.645
_28744_,371.52
_17565_,371.46
_12936_,371.26
_16644_,371.23
_35136_,370.555
_17278_,370.41
net292,370.4
_12255_,370.29
_35610_,370.08
_36309_,369.88
_36141_,369.84
_42212_,369.465
_39513_,369.46
_43629_,369.435
_36594_,369.3
_36813_,368.93
_12387_,368.69
_32668_,368.61
_08320_,368.565
_08354_,368.56
_37156_,368.51
u_weighted_dp.accum_valid,368.45
net152,368.42
_40862_,368.29
_33164_,368.24
clknet_7_104__leaf_clk,367.92
_37555_,367.88
_07540_,367.645
_36083_,367.53
_36417_,367.095
_31090_,366.97
net793,366.92
_25338_,366.88
_32610_,366.88
_36613_,366.31
_09848_,366.3
_17843_,366.235
_07541_,366.175
_12068_,365.43
u_score_dp.mac_gen\[9\].u_mac.accum_out\[15\],365.36
_09912_,365.08
_41594_,364.93
_36749_,364.82
_36354_,364.66
_36124_,364.64
_36005_,364.21
_28717_,364.17
_07553_,364.16
_36183_,364.14
_35852_,364.03
_37492_,363.91
_36507_,363.76
_16455_,363.64
_38740_,363.55
_23991_,363.37
_37863_,362.99
_32623_,362.895
_09997_,362.85
_36242_,362.53
_14940_,362.49
u_softmax.weights_flat\[7\],362.48
_15140_,362.41
_32864_,362.28
_35978_,362.14
net812,362.13
_10419_,362.095
_38926_,362.075
_35918_,361.99
_09949_,361.86
_09892_,361.76
_08358_,361.47
_40920_,361.06
_35328_,360.84
_08936_,360.46
_43594_,360.45
_10058_,360.12
_14139_,359.72
net787,359.14
_36620_,359.05
_16322_,358.99
_09027_,358.77
_17132_,358.76
_36024_,358.76
_36216_,358.52
_39093_,358.34
_08394_,358.33
_36357_,358.16
_28646_,358.1
_36759_,358.09
_23898_,357.94
_36809_,357.89
_33543_,357.66
_09906_,357.64
_36611_,357.05
_34244_,356.99
_09010_,356.92
_15654_,356.73
_13404_,356.36
_36328_,355.995
_44276_,355.98
_08198_,355.52
_09839_,355.1
_36930_,355.1
u_softmax.weights_flat\[8\],354.78
_33500_,354.735
_20973_,354.66
_37188_,354.29
_38287_,354.23
_32650_,354.22
_39401_,354.11
_38031_,354.05
_35014_,353.965
_33844_,353.83
_08193_,353.73
_36076_,353.03
_13322_,353.02
_10344_,352.97
_10401_,352.81
_15732_,352.7
_12793_,352.63
_32637_,352.57
u_softmax.weights_flat\[5\],352.56
clknet_7_101__leaf_clk,352.39
_14728_,352.18
_13313_,352.1
_13828_,351.82
_36026_,351.415
_36112_,351.39
_36877_,351.325
u_softmax.weights_flat\[35\],351.24
_37628_,351.17
_36685_,351.095
_12883_,351.04
_12232_,350.84
_36095_,350.71
_10499_,350.61
_37214_,350.55
_34458_,350.49
_37232_,350.41
_09909_,350.2
_17842_,350.155
_09947_,350.06
_11260_,349.95
_36729_,349.8
_36215_,349.55
_38288_,349.5
_38884_,349.39
_33373_,349.11
_36929_,349.08
_40857_,349.04
_32685_,348.77
_10125_,348.76
_37063_,348.72
_36794_,348.6
_09018_,348.58
clknet_7_62__leaf_clk,348.51
_13491_,348.38
_40912_,348.19
_34667_,348.07
_36519_,347.975
_36056_,347.9
_28778_,347.18
_28720_,347.1
_36085_,346.93
_33305_,346.9
_41648_,346.54
u_softmax.weights_flat\[9\],346.3
_19125_,346.14
_35970_,346.1
net749,345.995
_09932_,345.58
_10022_,345.58
_15632_,345.25
clknet_7_8__leaf_clk,345.22
_33508_,345.205
_10467_,345.1
u_softmax.weights_flat\[30\],345.06
_34246_,344.95
_14060_,344.86
_10033_,344.8
_36037_,344.54
_37321_,344.48
_35120_,344.43
_36011_,344.33
_22933_,344.165
_09840_,343.995
_18150_,343.8
_10031_,343.58
_08359_,343.28
_35817_,343.25
_23926_,343.245
_28641_,343.19
clknet_7_102__leaf_clk,343.17
_36992_,343.085
_32797_,342.84
_12221_,342.77
_37491_,342.74
u_weighted_dp.clear_mac,342.58
_13981_,341.48
_37460_,341.25
net320,341.2
_20363_,341.17
_34893_,340.93
_36061_,340.92
_27119_,340.9
_10106_,340.695
_33394_,340.51
_35172_,340.48
_32088_,340.42
_16433_,340.4
_13264_,340.23
_32651_,339.98
_35928_,339.95
_35721_,339.93
_08352_,339.9
_22359_,339.85
_10066_,339.445
_31467_,339.3
_10108_,339.22
_12794_,339.05
_21620_,338.935
_10117_,338.76
net733,338.75
_10123_,338.6
_17908_,338.53
_21042_,338.49
_38899_,338.31
_09844_,338.245
_09930_,338.22
_36602_,338.22
_09928_,338.16
_13413_,338.04
_28667_,338.02
net282,338.01
_14752_,338.005
u_softmax.weights_flat\[32\],337.99
_37251_,337.58
_11682_,337.19
net457,336.895
_36463_,336.78
_33628_,336.64
_36571_,336.44
_35211_,336.26
_08346_,335.905
_43682_,335.88
_09334_,335.86
_13482_,335.62
_37994_,335.11
_37124_,335.06
_14700_,334.96
u_softmax.weights_flat\[0\],334.92
_37521_,334.68
_42912_,334.515
_15039_,334.095
_42987_,333.94
_38966_,333.915
_36747_,333.855
_40951_,333.77
_08939_,333.74
_34781_,333.52
net291,333.36
_36084_,332.89
_08369_,332.87
_37289_,332.74
_16810_,332.66
_36590_,332.625
_42889_,332.42
_32626_,332.335
net284,332.2
_38883_,332.13
_38915_,332.075
_32657_,331.85
clknet_7_99__leaf_clk,331.84
_09943_,331.77
_09847_,331.355
_08208_,331.34
_36921_,331.245
_29370_,331.2
_39067_,331.1
_19133_,331.03
_12486_,330.99
_28734_,330.94
_17220_,330.865
_33562_,330.82
_13901_,330.8
_36692_,330.765
_36227_,330.59
_17421_,330.53
_20763_,330.02
_08904_,329.98
_32653_,329.58
_35300_,329.46
_11912_,329.02
_35981_,328.93
_08203_,328.92
clknet_7_1__leaf_clk,328.88
_34800_,328.845
_28640_,328.79
_36137_,328.72
_09024_,328.445
_16799_,328.2
_35460_,328.06
_36906_,327.9
_36159_,327.43
u_softmax.weights_flat\[60\],327.385
_09021_,327.28
_33622_,326.99
_12343_,326.93
_28642_,326.87
net446,326.82
_13378_,326.62
_42915_,326.4
_37722_,326.38
state\[2\],326.06
_37845_,325.98
_32654_,325.95
_43047_,325.84
_33536_,325.835
_35968_,325.805
clknet_7_63__leaf_clk,325.785
_15369_,325.78
_28643_,325.72
_38872_,325.51
_35787_,325.32
_13309_,325.26
_36225_,324.84
_32629_,324.345
clknet_7_98__leaf_clk,324.3
_17856_,324.17
_28787_,324.095
_14585_,324.08
_12684_,323.84
_13649_,323.82
_12541_,323.77
_37638_,323.73
_36983_,323.635
_38733_,323.325
net297,323.24
_10075_,323.15
_10127_,323.03
_12728_,322.74
_13747_,322.72
_10946_,322.7
_29311_,322.68
_09953_,322.62
net28,322.53
_36746_,322.435
_37293_,321.995
_09851_,321.975
_35770_,321.78
_20018_,321.74
_23306_,321.51
_10119_,321.46
_22241_,321.19
_21780_,321
_35971_,320.92
_35941_,320.895
_39408_,320.78
_13569_,320.52
_10133_,320.49
_32681_,320.08
_15937_,320.01
_28648_,319.74
clknet_7_105__leaf_clk,319.63
_35996_,319.555
_41516_,319.3
clknet_7_120__leaf_clk,319.25
_37596_,319.16
_41638_,319.15
_10221_,318.84
_35980_,318.69
_10529_,318.65
_36297_,318.61
_36797_,318.59
_08360_,318.35
_37599_,318.265
_39085_,318.24
_38074_,318.21
_32682_,318.14
_41618_,317.85
_17944_,317.69
net325,317.615
clknet_7_66__leaf_clk,317.56
_13640_,317.47
net712,317.42
_33667_,317.39
_10577_,317.31
_15653_,317.31
_36600_,317.235
_35164_,317.22
_42321_,317.04
_28721_,316.94
_42364_,316.91
_12507_,316.75
_10625_,316.67
_32631_,316.46
_38865_,316.44
_39423_,316.11
_16832_,316.04
_10431_,316.02
_35917_,315.97
_36711_,315.875
_36064_,315.85
_39532_,315.78
_42310_,315.78
_08236_,315.6
_32707_,315.495
u_weighted_dp.mac_gen\[0\].u_mac.accum_out\[16\],315.38
_32701_,315.35
_35281_,315.295
_38903_,315.15
_36775_,315.075
_36566_,314.98
_37843_,314.97
_36655_,314.95
_33156_,314.92
_08188_,314.82
_36182_,314.54
_42369_,314.44
net294,314.4
_35040_,314.33
_16177_,314.18
_14543_,314.15
_13721_,313.74
_16166_,313.69
_38982_,313.67
_33751_,313.36
_12937_,313.33
_09934_,313.275
_42953_,313.155
_33401_,313.08
_37292_,313.08
_33525_,313.05
_29189_,313.02
_10762_,312.72
_36871_,312.645
_37869_,312.61
_23993_,312.44
_36991_,312.24
_41537_,312.18
_22965_,312.13
_24550_,312.08
_34138_,312.03
_34227_,311.94
u_softmax.weights_flat\[37\],311.9
_30973_,311.88
_14672_,311.84
net669,311.66
_24191_,311.36
u_score_dp.mac_gen\[9\].u_mac.accum_out\[14\],311.06
_35872_,310.96
_15474_,310.85
_10135_,310.83
_12069_,310.71
_36065_,310.685
_08167_,310.58
_17831_,310.485
_40149_,310.465
_36326_,310.455
_40296_,310.28
_36936_,310.2
_10374_,310.16
_37166_,309.56
_13126_,309.22
net587,309.16
net324,308.99
_25160_,308.65
_35973_,308.65
_32621_,308.6
_28630_,308.57
_43644_,308.51
u_softmax.weights_flat\[41\],308.415
clknet_7_55__leaf_clk,308.39
_17920_,308.295
_40818_,308.17
_09936_,308.05
_41550_,308.04
_42892_,308.04
net340,308
_08228_,307.94
_15286_,307.84
_09993_,307.81
_10308_,307.52
_31260_,307.425
_12266_,307.41
_32663_,307.325
_33422_,307.255
_35874_,307.25
_39029_,307.105
_20436_,306.97
_32655_,306.89
_36101_,306.81
net730,306.68
u_softmax.weights_flat\[16\],306.65
_39063_,306.46
_11920_,306.36
_40124_,306.19
_39530_,306.01
_35904_,305.95
_42951_,305.93
_11218_,305.635
_32640_,305.26
net293,305.26
_42908_,305.02
u_softmax.weights_flat\[1\],304.91
_36111_,304.7
_11217_,304.59
_31162_,304.485
_34155_,304.36
net275,304.155
_36226_,304.055
_15857_,304.05
_09454_,304.04
_10960_,304.04
clknet_7_95__leaf_clk,303.8
_16133_,303.76
net583,303.68
clknet_7_31__leaf_clk,303.66
_09355_,303.56
_16743_,303.46
net826,303.39
_28786_,303.26
net200,303.16
_10121_,303.15
_16066_,303.11
_09918_,303.04
net323,302.95
u_softmax.valid_out,302.94
_32647_,302.87
u_score_dp.mac_gen\[12\].u_mac.accum_out\[12\],302.84
_38592_,302.72
u_softmax.weights_flat\[45\],302.68
_36881_,302.62
_25738_,302.47
u_softmax.weights_flat\[6\],302.34
_36049_,302.16
_28631_,302.14
_40115_,302.08
_17806_,301.37
_10103_,301.24
_43630_,301.16
_15475_,300.43
u_weighted_dp.mac_gen\[0\].u_mac.accum_out\[17\],300.295
_16144_,300.22
_39081_,300.18
net581,299.98
_13115_,299.85
_32632_,299.785
_33410_,299.74
_10845_,299.695
_12706_,299.63
_37014_,299.435
_37226_,299.26
_35313_,298.84
_10896_,298.6
_18949_,298.56
_16022_,298.46
u_weighted_dp.mac_gen\[0\].u_mac.accum_out\[15\],298.46
_35923_,298.44
_36557_,298.32
_13385_,298.3
_32731_,298.21
_32624_,298.2
_40847_,297.94
net520,297.72
_39462_,297.715
_35903_,297.68
_11599_,297.495
_37176_,297.395
_16388_,297.31
net455,297.16
_09849_,297.06
_41660_,296.96
_37030_,296.95
_35871_,296.92
_32708_,296.62
_36652_,296.6
_13159_,296.56
_09922_,296.54
clknet_7_23__leaf_clk,296.535
_33147_,296.375
net641,296.335
_13730_,296.25
net633,296.02
_12948_,295.86
_39422_,295.85
_08390_,295.84
_32730_,295.78
_37306_,295.76
_19091_,295.69
net515,295.6
_34296_,295.55
_36260_,295.45
_28820_,295.42
net635,295.42
_10460_,295.21
_10006_,295.16
_38120_,295.13
_42886_,295.11
_10849_,294.68
_16721_,294.6
u_score_dp.mac_gen\[12\].u_mac.accum_out\[13\],294.6
_43035_,294.575
_10056_,294.09
_10963_,294.04
_16211_,293.845
_21023_,293.83
_14938_,293.61
u_score_dp.mac_gen\[9\].u_mac.accum_out\[12\],293.37
_08389_,293.175
_42976_,293.12
net567,292.98
_35512_,292.9
_40255_,292.86
u_softmax.weights_flat\[13\],292.7
u_score_dp.mac_gen\[9\].u_mac.accum_out\[13\],292.68
_09015_,292.645
_32690_,292.64
net460,292.61
_34649_,292.44
_41513_,292.4
_41592_,292.4
u_score_dp.mac_gen\[12\].u_mac.accum_out\[14\],292.32
clknet_7_52__leaf_clk,292.18
_37390_,292.165
net526,292.12
_38750_,292.1
net214,292.1
_35877_,292.09
_09969_,291.92
_43708_,291.92
net643,291.88
_13820_,291.82
_39388_,291.815
_41620_,291.77
_32646_,291.65
_32643_,291.64
_40121_,291.63
_36939_,291.57
_36315_,291.56
_17349_,291.52
_08225_,291.48
_09083_,291.46
clknet_7_16__leaf_clk,291.36
clknet_7_17__leaf_clk,291.31
net470,291.08
_39461_,291
_36177_,290.845
_23560_,290.84
_12299_,290.82
u_score_dp.mac_gen\[12\].u_mac.accum_out\[11\],290.7
net637,290.66
u_score_dp.mac_gen\[12\].u_mac.accum_out\[10\],290.5
_13739_,290.26
_43748_,290.2
_36970_,290.025
clknet_7_10__leaf_clk,290.02
_11670_,289.92
_16965_,289.92
_33777_,289.8
_10973_,289.765
net494,289.6
_36768_,289.46
_16977_,289.44
_13137_,289.34
clknet_7_20__leaf_clk,289.335
_40848_,289.2
clknet_7_15__leaf_clk,289.12
_42182_,289.06
_32726_,288.98
_39529_,288.96
_38925_,288.86
net732,288.74
net574,288.7
net400,288.64
_08893_,288.6
_36048_,288.48
_36017_,288.46
_13802_,288.41
_38513_,288.29
net585,288.24
_21748_,288.215
_43019_,288.06
_35095_,287.905
clknet_7_5__leaf_clk,287.885
_16566_,287.76
_17231_,287.73
_35820_,287.63
_09886_,287.47
net341,287.26
net561,287.2
_08253_,287.155
_08242_,287.06
_09030_,286.99
_36691_,286.91
clknet_7_70__leaf_clk,286.71
_28647_,286.69
_23897_,286.57
_35977_,286.52
_16410_,286.5
_37815_,286.445
_10070_,286.4
_12695_,286.18
_35226_,286.12
_11882_,286.09
_19225_,285.965
net522,285.96
net718,285.89
_15390_,285.72
_17422_,285.66
_34348_,285.64
net505,285.64
_40229_,285.515
_43596_,285.44
_34896_,285.42
_16910_,285.18
net398,285.18
_23372_,285.1
_09939_,284.92
_36435_,284.86
net513,284.82
clknet_7_11__leaf_clk,284.74
net647,284.66
_12061_,284.59
clknet_7_0__leaf_clk,284.53
net371,284.375
net593,284.26
_36696_,283.94
_42242_,283.94
_36501_,283.93
net530,283.92
_16377_,283.86
net524,283.86
_36096_,283.855
_30597_,283.76
_16854_,283.7
net590,283.64
_33449_,283.59
net649,283.57
_35107_,283.56
_09957_,283.55
_37060_,283.52
clknet_7_100__leaf_clk,283.51
_11581_,283.38
_32627_,283.33
_39577_,283.28
_35944_,283.16
_12420_,282.97
_12518_,282.95
clknet_7_4__leaf_clk,282.81
net395,282.71
_11728_,282.52
net533,282.51
_18078_,282.49
_12661_,282.4
_32639_,282.4
_09872_,282.38
_17794_,282.38
net597,282.18
_35862_,282.15
net402,282.04
_34794_,281.9
_18715_,281.88
_36622_,281.745
net449,281.6
_37237_,281.55
_13203_,281.46
_38118_,281.18
net507,281.16
net782,281.12
_13883_,281.08
_25530_,280.92
net465,280.84
net373,280.78
_09920_,280.66
clknet_7_69__leaf_clk,280.59
net572,280.58
_11300_,280.56
_36069_,280.55
_12629_,280.39
_15753_,280.27
_11991_,280.185
_14873_,279.9
_11807_,279.85
_22515_,279.84
_40122_,279.65
_12585_,279.54
clknet_7_33__leaf_clk,279.51
_38732_,279.48
net511,279.46
_36018_,279.445
_38749_,279.41
_10720_,279.4
_23451_,279.35
net452,279.3
_32630_,279.24
_33260_,279.24
_11215_,279.15
net273,279.09
_09867_,279.03
net468,278.92
_28628_,278.85
u_softmax.weights_flat\[31\],278.73
_12872_,278.7
net463,278.66
clknet_7_6__leaf_clk,278.63
_11483_,278.605
_34793_,278.505
_30564_,278.48
net716,278.46
_16000_,278.41
net645,278.34
_18786_,278.315
net319,278.28
clknet_7_21__leaf_clk,278.235
net528,278.17
_37600_,278.16
net483,278.09
_35785_,278.06
_10651_,277.945
_36451_,277.9
_14722_,277.705
_12792_,277.68
u_score_dp.mac_gen\[9\].u_mac.accum_out\[11\],277.68
_37290_,277.58
_37227_,277.4
_15077_,277.375
_35669_,277.34
_08241_,277.335
_36361_,277.31
_11919_,277.24
_11949_,277.085
_37180_,276.87
_07538_,276.79
_36629_,276.7
net517,276.58
_10639_,276.51
_16921_,276.49
net440,276.26
_11418_,276.24
_32679_,276.21
_39375_,276.2
_35894_,276.15
_15592_,276.13
_38084_,276.04
_15120_,276.035
_39504_,275.92
_16488_,275.77
clknet_7_2__leaf_clk,275.68
net434,275.66
_16266_,275.6
_09869_,275.58
_30450_,275.4
_36875_,275.355
net835,275.295
_36324_,275.245
_11825_,275.205
net570,275.04
net576,275
_32648_,274.915
_36346_,274.915
u_softmax.weights_flat\[38\],274.88
_32694_,274.87
_10700_,274.84
_12178_,274.74
_17844_,274.7
_09955_,274.62
_28725_,274.56
_36971_,274.26
net588,274.22
_32652_,274.17
net438,274.14
_32684_,273.915
_35574_,273.83
_09343_,273.7
clknet_7_85__leaf_clk,273.5
_11166_,273.475
_13059_,273.45
_36424_,273.44
_10701_,273.42
_36102_,273.28
_13892_,273.24
_09845_,273.19
net729,273.135
_16188_,273.12
_29988_,273.06
_16577_,272.9
_12288_,272.83
_32638_,272.8
net780,272.68
_26996_,272.64
_34177_,272.63
_37203_,272.54
_08917_,272.27
_13811_,272.24
net539,272.08
net495,272.04
_11034_,272.02
_32667_,272.01
_37148_,271.98
u_softmax.weights_flat\[42\],271.9
_10068_,271.88
_31481_,271.76
_37046_,271.645
_11948_,271.585
_17956_,271.55
_37543_,271.32
_10517_,271.27
_33801_,271.21
_35875_,271.2
_33758_,271.07
_11818_,271.03
_10361_,270.93
_43705_,270.93
_22805_,270.91
_09342_,270.785
_38237_,270.6
_35896_,270.595
clknet_7_107__leaf_clk,270.58
_36780_,270.57
_37700_,270.48
_08235_,270.4
_11956_,270.4
_42982_,270.37
net795,270.18
_28637_,270.17
_33767_,270.06
_40961_,269.845
_43788_,269.7
_36581_,269.61
_32676_,269.455
clknet_7_12__leaf_clk,269.4
_33150_,269.31
_16466_,269.26
_11285_,269.23
_36179_,269.105
_28785_,269.1
clknet_7_94__leaf_clk,269.03
_11911_,268.91
_16111_,268.85
_39416_,268.78
_09978_,268.62
_28692_,268.62
_36994_,268.56
_09980_,268.525
_15412_,268.44
net436,268.42
_36796_,268.415
_36474_,268.37
_16988_,268.28
clknet_7_54__leaf_clk,268.23
_34172_,268.16
_08296_,268.115
_37703_,267.88
_35114_,267.875
_40821_,267.86
_25706_,267.85
net544,267.82
_39446_,267.785
_09951_,267.73
